"pid","bid","labelid","wgt_gain_after_train","pct_body_fat_change","pct_body_lean_change","pct_body_fluid_change","lactate_change_dueto_train","vo2_max_change","EDTA_coll_time_train","deathtime_after_train","frozetime_after_train"
10044175,90250,90250014001,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179331
10044175,90250,90250014101,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179353
10044175,90250,90250014201,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179523
10044175,90250,90250014301,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179388
10044175,90250,90250014501,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179539
10044175,90250,90250014601,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179455
10044175,90250,90250014701,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179010
10044175,90250,90250014801,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179152
10044175,90250,90250014901,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179259
10044175,90250,90250015001,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179481
10044175,90250,90250015101,9.1,-1.2,1.1,81.4,4.6,15.11,,179159,179090
10366296,90415,90415013301,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184219
10366296,90415,90415013401,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184268
10366296,90415,90415013402,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184237
10366296,90415,90415013501,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184160
10366296,90415,90415013601,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,183809
10366296,90415,90415013701,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184294
10366296,90415,90415013801,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184430
10366296,90415,90415013901,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184026
10366296,90415,90415014001,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184139
10366296,90415,90415014101,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184112
10366296,90415,90415014201,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184267
10366296,90415,90415014301,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184159
10366296,90415,90415014501,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184318
10366296,90415,90415014601,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184247
10366296,90415,90415014701,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,183880
10366296,90415,90415014801,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,183979
10366296,90415,90415014901,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184056
10366296,90415,90415015001,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,184219
10366296,90415,90415015101,23.4,-0.4,-0.4,-0.5,10.1,4.76,,183981,183927
10914331,90568,90568013001,,,,,,,172186,172453,179408
10914331,90568,90568013002,,,,,,,172186,172453,179408
10914331,90568,90568013101,,,,,,,172186,172453,
10914331,90568,90568013102,,,,,,,172186,172453,
10914331,90568,90568013103,,,,,,,172186,172453,
10914331,90568,90568013201,,,,,,,172186,172453,
10914331,90568,90568013202,,,,,,,172186,172453,
10914331,90568,90568013301,,,,,,,172186,172453,172639
10914331,90568,90568013401,,,,,,,172186,172453,172680
10914331,90568,90568013402,,,,,,,172186,172453,172660
10914331,90568,90568013501,,,,,,,172186,172453,172586
10914331,90568,90568013601,,,,,,,172186,172453,172305
10914331,90568,90568013701,,,,,,,172186,172453,172789
10914331,90568,90568013801,,,,,,,172186,172453,172966
10914331,90568,90568013901,,,,,,,172186,172453,172483
10914331,90568,90568014001,,,,,,,172186,172453,172567
10914331,90568,90568014101,,,,,,,172186,172453,172680
10914331,90568,90568014201,,,,,,,172186,172453,172753
10914331,90568,90568014301,,,,,,,172186,172453,172592
10914331,90568,90568014501,,,,,,,172186,172453,172770
10914331,90568,90568014601,,,,,,,172186,172453,172685
10914331,90568,90568014701,,,,,,,172186,172453,172383
10914331,90568,90568014801,,,,,,,172186,172453,172650
10914331,90568,90568014901,,,,,,,172186,172453,172530
10914331,90568,90568015001,,,,,,,172186,172453,172735
10914331,90568,90568015101,,,,,,,172186,172453,172439
11866551,90667,90667013001,,,,,,,,,
11866551,90667,90667013002,,,,,,,,,
