"pid","bid","labelid","wgt_gain_after_train","pct_body_fat_change","pct_body_lean_change","pct_body_fluid_change","lactate_change_dueto_train","vo2_max_change","EDTA_coll_time_train","deathtime_after_train","frozetime_after_train"
10282947,90403,90403013001,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,185472
10282947,90403,90403013002,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,185472
10282947,90403,90403013101,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,
10282947,90403,90403013102,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,
10282947,90403,90403013201,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,
10282947,90403,90403013202,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,
10282947,90403,90403013301,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178798
10282947,90403,90403013401,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178845
10282947,90403,90403013402,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178824
10282947,90403,90403013501,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178722
10282947,90403,90403013601,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178414
10282947,90403,90403013701,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178895
10282947,90403,90403013801,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,179026
10282947,90403,90403013901,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178618
10282947,90403,90403014001,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178719
10282947,90403,90403014101,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178695
10282947,90403,90403014201,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178889
10282947,90403,90403014301,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178715
10282947,90403,90403014501,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178864
10282947,90403,90403014601,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178790
10282947,90403,90403014701,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178487
10282947,90403,90403014801,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178572
10282947,90403,90403014901,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178652
10282947,90403,90403015001,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178805
10282947,90403,90403015101,31.6,1.3,1.1,0.1,8.1,-4.21,178260,178582,178543
10971645,90587,90587013001,,,,,,,180563,180787,187793
10971645,90587,90587013002,,,,,,,180563,180787,187793
10971645,90587,90587013101,,,,,,,180563,180787,
10971645,90587,90587013102,,,,,,,180563,180787,
10971645,90587,90587013201,,,,,,,180563,180787,
10971645,90587,90587013202,,,,,,,180563,180787,
10971645,90587,90587013301,,,,,,,180563,180787,181016
10971645,90587,90587013401,,,,,,,180563,180787,181060
10971645,90587,90587013402,,,,,,,180563,180787,181035
10971645,90587,90587013501,,,,,,,180563,180787,180982
10971645,90587,90587013601,,,,,,,180563,180787,180674
10971645,90587,90587013701,,,,,,,180563,180787,181118
10971645,90587,90587013801,,,,,,,180563,180787,181272
10971645,90587,90587013901,,,,,,,180563,180787,180846
10971645,90587,90587014001,,,,,,,180563,180787,180926
10971645,90587,90587014101,,,,,,,180563,180787,181016
10971645,90587,90587014201,,,,,,,180563,180787,181035
10971645,90587,90587014301,,,,,,,180563,180787,180905
10971645,90587,90587014501,,,,,,,180563,180787,181104
10971645,90587,90587014601,,,,,,,180563,180787,180993
10971645,90587,90587014701,,,,,,,180563,180787,180734
10971645,90587,90587014801,,,,,,,180563,180787,181009
10971645,90587,90587014901,,,,,,,180563,180787,180853
10971645,90587,90587015001,,,,,,,180563,180787,181148
10971645,90587,90587015101,,,,,,,180563,180787,180770
10027084,90235,90235013001,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,190930
10027084,90235,90235013002,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,190930
10027084,90235,90235013102,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,
10027084,90235,90235013103,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,
10027084,90235,90235013201,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,
10027084,90235,90235013202,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,
10027084,90235,90235013301,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184262
10027084,90235,90235013401,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184295
10027084,90235,90235013402,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184278
10027084,90235,90235013501,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184184
10027084,90235,90235013601,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,183780
10027084,90235,90235013701,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184369
10027084,90235,90235013801,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184605
10027084,90235,90235013901,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184024
10027084,90235,90235014001,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184123
10027084,90235,90235014101,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184155
10027084,90235,90235014201,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184293
10027084,90235,90235014301,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184144
10027084,90235,90235014401,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184321
10027084,90235,90235014601,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184219
10027084,90235,90235014701,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,183858
10027084,90235,90235014801,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,183977
10027084,90235,90235014901,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184051
10027084,90235,90235015001,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,184319
10027084,90235,90235015101,-12.4,-4.5,3.1,-0.4,7.8,12.62,183648,183973,183931
10045309,90259,90259013001,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,186291
10045309,90259,90259013002,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,186291
10045309,90259,90259013101,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,
10045309,90259,90259013102,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,
10045309,90259,90259013103,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,
10045309,90259,90259013201,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,
10045309,90259,90259013202,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,
10045309,90259,90259013301,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179170
10045309,90259,90259013401,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179198
10045309,90259,90259013402,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179181
10045309,90259,90259013501,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179120
10045309,90259,90259013601,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,178780
10045309,90259,90259013701,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179344
10045309,90259,90259013801,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179504
10045309,90259,90259013901,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,178997
10045309,90259,90259014001,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179061
10045309,90259,90259014101,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179077
10045309,90259,90259014201,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179256
10045309,90259,90259014301,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179084
10045309,90259,90259014501,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179357
10045309,90259,90259014601,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179217
10045309,90259,90259014701,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,178850
10045309,90259,90259014801,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,178951
10045309,90259,90259014901,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179024
10045309,90259,90259015001,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,179258
10045309,90259,90259015101,0.6,-2.2,4.5,-0.1,7.1,14.78,178669,178956,178908
12444189,90728,90728013001,,,,,,,177202,177443,184455
12444189,90728,90728013002,,,,,,,177202,177443,184455
12444189,90728,90728013101,,,,,,,177202,177443,
12444189,90728,90728013102,,,,,,,177202,177443,
12444189,90728,90728013103,,,,,,,177202,177443,
12444189,90728,90728013201,,,,,,,177202,177443,
12444189,90728,90728013202,,,,,,,177202,177443,
12444189,90728,90728013301,,,,,,,177202,177443,177609
12444189,90728,90728013401,,,,,,,177202,177443,177637
12444189,90728,90728013402,,,,,,,177202,177443,177624
12444189,90728,90728013501,,,,,,,177202,177443,177562
12444189,90728,90728013601,,,,,,,177202,177443,177340
12444189,90728,90728013701,,,,,,,177202,177443,177736
12444189,90728,90728013801,,,,,,,177202,177443,177871
12444189,90728,90728013901,,,,,,,177202,177443,177483
12444189,90728,90728014001,,,,,,,177202,177443,177521
12444189,90728,90728014101,,,,,,,177202,177443,177570
12444189,90728,90728014201,,,,,,,177202,177443,177671
12444189,90728,90728014301,,,,,,,177202,177443,177552
12444189,90728,90728014501,,,,,,,177202,177443,177678
12444189,90728,90728014601,,,,,,,177202,177443,177646
12444189,90728,90728014701,,,,,,,177202,177443,177421
12444189,90728,90728014801,,,,,,,177202,177443,177729
12444189,90728,90728014901,,,,,,,177202,177443,177509
12444189,90728,90728015001,,,,,,,177202,177443,177771
12444189,90728,90728015101,,,,,,,177202,177443,177439
12444189,90728,90728017101,,,,,,,177202,177443,177297
12444189,90728,90728017201,,,,,,,177202,177443,177321
12444189,90728,90728017401,,,,,,,177202,177443,177681
12444189,90728,90728017501,,,,,,,177202,177443,177906
12444189,90728,90728017601,,,,,,,177202,177443,177938
12444189,90728,90728017701,,,,,,,177202,177443,177981
12444189,90728,90728017801,,,,,,,177202,177443,177899
12444189,90728,90728017901,,,,,,,177202,177443,177857
12295914,90695,90695013001,,,,,,,178626,178937,185826
12295914,90695,90695013002,,,,,,,178626,178937,185826
12295914,90695,90695013101,,,,,,,178626,178937,
12295914,90695,90695013102,,,,,,,178626,178937,
12295914,90695,90695013103,,,,,,,178626,178937,
12295914,90695,90695013201,,,,,,,178626,178937,
12295914,90695,90695013202,,,,,,,178626,178937,
12295914,90695,90695013301,,,,,,,178626,178937,179131
12295914,90695,90695013401,,,,,,,178626,178937,179176
12295914,90695,90695013402,,,,,,,178626,178937,179158
12295914,90695,90695013501,,,,,,,178626,178937,179066
12295914,90695,90695013601,,,,,,,178626,178937,178810
12295914,90695,90695013701,,,,,,,178626,178937,179236
12295914,90695,90695013801,,,,,,,178626,178937,179380
12295914,90695,90695013901,,,,,,,178626,178937,178977
12295914,90695,90695014001,,,,,,,178626,178937,179052
12295914,90695,90695014101,,,,,,,178626,178937,179060
12295914,90695,90695014201,,,,,,,178626,178937,179195
12295914,90695,90695014301,,,,,,,178626,178937,179074
12295914,90695,90695014401,,,,,,,178626,178937,179222
12295914,90695,90695014601,,,,,,,178626,178937,179150
12295914,90695,90695014701,,,,,,,178626,178937,178895
12295914,90695,90695014801,,,,,,,178626,178937,179162
12295914,90695,90695014901,,,,,,,178626,178937,178999
12295914,90695,90695015001,,,,,,,178626,178937,179249
12295914,90695,90695015101,,,,,,,178626,178937,178934
12295914,90695,90695017101,,,,,,,178626,178937,178757
12295914,90695,90695017201,,,,,,,178626,178937,178788
12295914,90695,90695017401,,,,,,,178626,178937,179208
12295914,90695,90695017501,,,,,,,178626,178937,179422
12295914,90695,90695017601,,,,,,,178626,178937,179437
12295914,90695,90695017701,,,,,,,178626,178937,179480
12295914,90695,90695017801,,,,,,,178626,178937,179397
12295914,90695,90695017901,,,,,,,178626,178937,179352
10026355,90229,90229013001,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,189600
10026355,90229,90229013002,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,189600
10026355,90229,90229013102,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,
10026355,90229,90229013103,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,
10026355,90229,90229013201,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,
10026355,90229,90229013202,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,
10026355,90229,90229013301,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182489
10026355,90229,90229013401,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182529
10026355,90229,90229013402,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182508
10026355,90229,90229013501,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182380
10026355,90229,90229013601,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,181973
10026355,90229,90229013701,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182623
10026355,90229,90229013801,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182877
10026355,90229,90229013901,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182265
10026355,90229,90229014001,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182371
10026355,90229,90229014101,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182451
10026355,90229,90229014201,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182580
10026355,90229,90229014301,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182421
10026355,90229,90229014401,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182597
10026355,90229,90229014601,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182540
10026355,90229,90229014701,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182035
10026355,90229,90229014801,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182216
10026355,90229,90229014901,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182295
10026355,90229,90229015001,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182556
10026355,90229,90229015101,42.3,0.0,-1.8,-0.4,5.0,-2.05,181812,182221,182093
10833331,90564,90564013001,,,,,,,182250,182538,189512
10833331,90564,90564013002,,,,,,,182250,182538,189512
10833331,90564,90564013102,,,,,,,182250,182538,
10833331,90564,90564013103,,,,,,,182250,182538,
10833331,90564,90564013201,,,,,,,182250,182538,
10833331,90564,90564013301,,,,,,,182250,182538,182696
10833331,90564,90564013401,,,,,,,182250,182538,182729
10833331,90564,90564013402,,,,,,,182250,182538,182710
10833331,90564,90564013501,,,,,,,182250,182538,182660
10833331,90564,90564013601,,,,,,,182250,182538,182386
10833331,90564,90564013701,,,,,,,182250,182538,182814
10833331,90564,90564013801,,,,,,,182250,182538,182948
10833331,90564,90564013901,,,,,,,182250,182538,182566
10833331,90564,90564014001,,,,,,,182250,182538,182617
10833331,90564,90564014101,,,,,,,182250,182538,182685
10833331,90564,90564014201,,,,,,,182250,182538,182761
10833331,90564,90564014301,,,,,,,182250,182538,182632
10833331,90564,90564014501,,,,,,,182250,182538,182805
10833331,90564,90564014601,,,,,,,182250,182538,182730
10833331,90564,90564014701,,,,,,,182250,182538,182459
10833331,90564,90564014801,,,,,,,182250,182538,182746
10833331,90564,90564014901,,,,,,,182250,182538,182607
10833331,90564,90564015001,,,,,,,182250,182538,182799
10833331,90564,90564015101,,,,,,,182250,182538,182530
10025464,90220,90220013001,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,186470
10025464,90220,90220013002,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,186470
10025464,90220,90220013101,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,
10025464,90220,90220013102,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,
10025464,90220,90220013201,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,
10025464,90220,90220013202,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,
10025464,90220,90220013301,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179156
10025464,90220,90220013401,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179180
10025464,90220,90220013402,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179172
10025464,90220,90220013501,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179036
10025464,90220,90220013601,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,178619
10025464,90220,90220013701,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179333
10025464,90220,90220013801,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179650
10025464,90220,90220013901,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,178862
10025464,90220,90220014001,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,178989
10025464,90220,90220014101,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179087
10025464,90220,90220014201,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179235
10025464,90220,90220014301,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179061
10025464,90220,90220014401,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179345
10025464,90220,90220014601,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179132
10025464,90220,90220014701,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,178693
10025464,90220,90220014801,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,178826
10025464,90220,90220014901,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,178893
10025464,90220,90220015001,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,179306
10025464,90220,90220015101,38.8,0.5,-0.7,0.3,8.7,-1.04,178450,178825,178740
10204989,90290,90290013001,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,188160
10204989,90290,90290013002,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,188160
10204989,90290,90290013101,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,
10204989,90290,90290013102,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,
10204989,90290,90290013103,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,
10204989,90290,90290013201,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,
10204989,90290,90290013202,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,
10204989,90290,90290013301,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180968
10204989,90290,90290013401,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180995
10204989,90290,90290013402,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180983
10204989,90290,90290013501,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180906
10204989,90290,90290013601,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180576
10204989,90290,90290013701,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,181075
10204989,90290,90290013801,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,181245
10204989,90290,90290013901,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180792
10204989,90290,90290014001,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180849
10204989,90290,90290014101,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180874
10204989,90290,90290014201,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180996
10204989,90290,90290014301,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180870
10204989,90290,90290014401,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,181034
10204989,90290,90290014601,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180999
10204989,90290,90290014701,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180654
10204989,90290,90290014801,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180761
10204989,90290,90290014901,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180821
10204989,90290,90290015001,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,181026
10204989,90290,90290015101,42.8,-4.5,3.8,0.0,7.2,-0.68,180431,180754,180704
10044337,90252,90252013001,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,198005
10044337,90252,90252013002,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,198005
10044337,90252,90252013101,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,
10044337,90252,90252013102,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,
10044337,90252,90252013103,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,
10044337,90252,90252013201,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,
10044337,90252,90252013202,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,
10044337,90252,90252013301,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189504
10044337,90252,90252013401,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189539
10044337,90252,90252013402,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189524
10044337,90252,90252013501,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189376
10044337,90252,90252013601,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,188981
10044337,90252,90252013701,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189556
10044337,90252,90252013801,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189752
10044337,90252,90252013901,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189225
10044337,90252,90252014001,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189285
10044337,90252,90252014101,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189352
10044337,90252,90252014201,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189504
10044337,90252,90252014301,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189355
10044337,90252,90252014501,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189557
10044337,90252,90252014601,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189427
10044337,90252,90252014701,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189042
10044337,90252,90252014801,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189188
10044337,90252,90252014901,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189249
10044337,90252,90252015001,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189491
10044337,90252,90252015101,21.4,3.4,-4.0,-0.4,7.1,3.62,188865,189183,189109
12688134,90739,90739013001,,,,,,,181590,181833,188857
12688134,90739,90739013002,,,,,,,181590,181833,188857
12688134,90739,90739013101,,,,,,,181590,181833,
12688134,90739,90739013102,,,,,,,181590,181833,
12688134,90739,90739013103,,,,,,,181590,181833,
12688134,90739,90739013201,,,,,,,181590,181833,
12688134,90739,90739013202,,,,,,,181590,181833,
12688134,90739,90739013301,,,,,,,181590,181833,181996
12688134,90739,90739013401,,,,,,,181590,181833,182024
12688134,90739,90739013402,,,,,,,181590,181833,182011
12688134,90739,90739013501,,,,,,,181590,181833,181936
12688134,90739,90739013601,,,,,,,181590,181833,181737
12688134,90739,90739013701,,,,,,,181590,181833,182103
12688134,90739,90739013801,,,,,,,181590,181833,182258
12688134,90739,90739013901,,,,,,,181590,181833,181870
12688134,90739,90739014001,,,,,,,181590,181833,181910
12688134,90739,90739014101,,,,,,,181590,181833,181965
12688134,90739,90739014201,,,,,,,181590,181833,182020
12688134,90739,90739014301,,,,,,,181590,181833,181937
12688134,90739,90739014501,,,,,,,181590,181833,182075
12688134,90739,90739014601,,,,,,,181590,181833,181994
12688134,90739,90739014701,,,,,,,181590,181833,181805
12688134,90739,90739014801,,,,,,,181590,181833,182037
12688134,90739,90739014901,,,,,,,181590,181833,181888
12688134,90739,90739015001,,,,,,,181590,181833,182097
12688134,90739,90739015101,,,,,,,181590,181833,181829
12688134,90739,90739017101,,,,,,,181590,181833,181690
12688134,90739,90739017201,,,,,,,181590,181833,181716
12688134,90739,90739017401,,,,,,,181590,181833,182034
12688134,90739,90739017501,,,,,,,181590,181833,182262
12688134,90739,90739017601,,,,,,,181590,181833,182305
12688134,90739,90739017701,,,,,,,181590,181833,182344
12688134,90739,90739017801,,,,,,,181590,181833,182268
12688134,90739,90739017901,,,,,,,181590,181833,182234
11236612,90602,90602013001,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,183600
11236612,90602,90602013002,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,183600
11236612,90602,90602013101,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,
11236612,90602,90602013102,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,
11236612,90602,90602013201,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,
11236612,90602,90602013202,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,
11236612,90602,90602013301,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176885
11236612,90602,90602013401,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176924
11236612,90602,90602013402,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176906
11236612,90602,90602013501,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176824
11236612,90602,90602013601,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176495
11236612,90602,90602013701,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176925
11236612,90602,90602013801,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,177124
11236612,90602,90602013901,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176647
11236612,90602,90602014001,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176766
11236612,90602,90602014101,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176752
11236612,90602,90602014201,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176851
11236612,90602,90602014301,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176774
11236612,90602,90602014401,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176885
11236612,90602,90602014601,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176817
11236612,90602,90602014701,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176566
11236612,90602,90602014801,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176870
11236612,90602,90602014901,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176657
11236612,90602,90602015001,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176976
11236612,90602,90602015101,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176611
11236612,90602,90602017101,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176444
11236612,90602,90602017201,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176485
11236612,90602,90602017401,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,176860
11236612,90602,90602017501,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,177191
11236612,90602,90602017601,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,177134
11236612,90602,90602017701,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,177223
11236612,90602,90602017801,3.7,-1.1,0.1,-0.2,5.6,2.52,176350,176616,177105
