"participantGUID","d_visit","days_visit","staffID","siteGUID","siteID","pid","formGUID","FormName","versionGUID","versionNbr","ratid","d_arrive","days_arrive","batchnumber","d_reverselight","days_reverselight","d_birth","days_birth","sex","weight","cagenumber","comments"
"BC49E4EF-E2FE-4269-BAF0-461F768BD95D","14JUN2018",9,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10023259,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T1","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,335.00000,13,
"0BD282C7-7832-4581-9089-08A32D557034","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10024735,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T3","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,317.20000,14,
"5DD59E08-55A4-4681-A7AD-BC72829182BF","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10024816,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T4","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,307.60000,14,
"1F0F7A2E-D286-4BBE-8A73-A9FCE8B92D4A","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10025030,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T5","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,316.30000,15,
"BBC941A6-1987-449A-8854-1A5CBF0A00A8","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10025383,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T7","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,306.70000,16,
"0655B62B-238D-4BA6-90BC-6938C47696E7","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10025464,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T8","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,297.20000,16,
"D453E0D3-5E7D-47B9-868A-49A17E82E461","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10025545,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T9","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,338.70000,17,
"955498F4-70A0-4D50-A2BA-619A8FED8FEF","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10025626,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T10","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,303.40000,17,
"CFE06932-9314-4BCC-B2D9-73883D5FCDFB","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10025707,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T11","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,346.10000,18,
"2AD83108-ED2F-4072-AC16-3A54A5EC657A","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10025898,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T12","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,327.30000,18,
"3719CB62-B551-49BE-94A0-E51DFE13D30D","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10025979,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T13","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,338.20000,19,
"A06B56CB-17AE-4D88-B608-CBB9C5A9B8AC","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10026002,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T14","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,327.50000,19,
"F65955CE-E49F-48C7-B861-02A2FDF6F9B8","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10026193,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T15","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,334.50000,20,
"F6BECF8B-C45D-4D02-95CB-73201427A405","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10026274,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T16","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,290.80000,20,
"0559B193-BED3-4170-B045-10A2B6441CB6","18JUN2018",13,1334,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,10026355,"4A6B7968-EA18-43ED-A70E-6E78F1B63B32","Animal Registration","D6DD4072-B3E1-4D60-ACCE-6338DF642BCF",1,"06M8T17","05JUN2018",0,1,"05JUN2018",0,"Jan 2018",-155,2,353.70000,21,
