"recid","FormName","formguid","versionguid","versionnbr","siteguid","siteid","environmentguid","environmentdateentered","environmenttemp","environmenthumidity"
726,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"43766F08-A259-4062-BCC0-BF34CAEE49E9","26AUG2018:00:00:00.000",22.2,64.0
727,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"7B76F375-D3E6-4AD5-AA81-C4C65882FA94","27AUG2018:00:00:00.000",22.2,64.8
728,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"9DFA75DD-24EC-4D35-9578-C30E7F2EBBDB","28AUG2018:00:00:00.000",22.3,63.3
729,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E9ABDF2C-FB86-43ED-99EC-683CA2800D4E","29AUG2018:00:00:00.000",22.2,55.3
730,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"14977940-3476-4220-ADF0-9FAF9A3ACDF9","30AUG2018:00:00:00.000",22.3,55.4
731,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"CD0BAC40-74F6-4F34-8020-75A7A0FCEFAE","31AUG2018:00:00:00.000",22.3,57.8
732,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"F4561D93-8019-4125-8FA4-EF1CFF4A1452","01SEP2018:00:00:00.000",22.3,62.9
733,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"787DF789-3491-4D22-B72A-807A6FE9AD3F","02SEP2018:00:00:00.000",22.3,61.1
734,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"F0CC770D-32B8-4DB1-AFE0-852E2CFC13D2","03SEP2018:00:00:00.000",22.2,62.4
735,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"FAFFB8FA-9DE3-4834-AF3A-889D5BD1721D","04SEP2018:00:00:00.000",22.3,62.9
736,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"7342E7B7-A337-4825-9E70-8481A614E059","05SEP2018:00:00:00.000",22.3,61.6
737,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"BAD8E083-EA4C-444B-A91A-E412E0AAA8FE","06SEP2018:00:00:00.000",22.2,56.8
738,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"5BED4BC9-149A-4F44-ACCB-F8FAD042BE43","07SEP2018:00:00:00.000",22.2,54.1
739,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"427DB9D2-033F-40AE-B9F4-E92810D261A2","08SEP2018:00:00:00.000",22.3,52.6
740,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"0838630A-ADF0-4262-B6E7-9696B4DBD066","09SEP2018:00:00:00.000",22.3,50.0
741,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"CA5E85CA-2EDC-406C-B54D-3DAAEF1A2B52","10SEP2018:00:00:00.000",22.3,51.7
742,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"EA57DF44-E21F-4C7E-8E66-CCDA5681C8FF","11SEP2018:00:00:00.000",22.4,52.5
743,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"40004E54-B6F4-4FA6-B69E-D4B2E6C82BAE","12SEP2018:00:00:00.000",22.3,54.2
744,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"8AE55B50-B2E1-42F9-B72F-7CF7E0D754EE","13SEP2018:00:00:00.000",22.2,55.9
745,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"B3B4B7A5-880C-47DB-B9E2-26D76A49E34F","14SEP2018:00:00:00.000",22.2,58.2
746,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"B1FBE212-5E51-44C7-A9F8-C5A55084B9D2","15SEP2018:00:00:00.000",22.2,57.5
747,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"0DA7494F-45AD-4CC6-ACBD-D48863442B7A","16SEP2018:00:00:00.000",22.2,55.7
748,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"A55A41A2-68AF-4CC4-8440-EA50DECE2D15","17SEP2018:00:00:00.000",22.2,57.5
749,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"B7D8D492-666E-41A0-A746-2BB8AF94A838","18SEP2018:00:00:00.000",22.2,56.6
750,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"2A7CB173-9430-4D9C-8EB7-C75F5FAB6261","19SEP2018:00:00:00.000",22.2,57.1
751,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"5748D65B-ADC4-4485-B585-D1679449FC27","20SEP2018:00:00:00.000",22.2,59.7
752,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"B0919682-898C-4C63-BE84-6A94F0FC849A","21SEP2018:00:00:00.000",22.2,52.2
753,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"B8AC57A4-62BD-4FB6-85D9-1B3430C63D2F","22SEP2018:00:00:00.000",22.2,46.4
755,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"8C0449FA-62C9-489E-9B97-FBA4821DF1FC","25SEP2018:00:00:00.000",22.2,54.7
756,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"EE2FF5D9-16AC-4041-A69F-06B23E915D7B","23SEP2018:00:00:00.000",22.2,50.3
757,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"F493BDCA-FBC9-4E11-879A-9D427D899E67","24SEP2018:00:00:00.000",22.2,53.8
758,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"7A8C5CD7-7B3D-4578-BB07-943A9576FFB2","26SEP2018:00:00:00.000",22.2,44.3
759,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"5358055A-3E20-4568-854C-22255B6CCB44","27SEP2018:00:00:00.000",22.2,42.4
760,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"ECD73091-3A45-4B86-92EC-FC6D1885B48E","28SEP2018:00:00:00.000",22.2,44.8
761,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"4C42032C-7B6D-427A-B75B-4EC894017675","29SEP2018:00:00:00.000",22.2,41.4
762,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"160603DE-7100-40A4-B1F7-5D70E8CF93CC","30SEP2018:00:00:00.000",22.2,52.0
763,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"B70A4DEB-A5BF-4814-8B3A-92AD707C11B2","01OCT2018:00:00:00.000",22.2,56.6
764,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"A89E7F35-8CF4-4C5C-8033-B98508D711BE","02OCT2018:00:00:00.000",22.2,54.7
765,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"86DD7583-2B28-4FA5-BD79-BBFCC2ABD41E","03OCT2018:00:00:00.000",22.2,57.6
766,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"C52BEB33-05DE-4010-8F30-ED689C868B19","04OCT2018:00:00:00.000",22.2,37.0
767,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"E25F7F55-AC82-4B21-9EE9-AD05EDE236FF","05OCT2018:00:00:00.000",22.2,51.2
768,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"AE4CFBF5-DE3A-423A-AFC7-D591E0B5FC31","06OCT2018:00:00:00.000",22.2,54.3
769,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"4038F695-A921-4A77-9648-D93AA58C04C3","07OCT2018:00:00:00.000",22.2,59.7
770,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"EC13E794-7AB6-46EF-BAAB-652344CC48B4","08OCT2018:00:00:00.000",22.2,58.1
771,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"CEBD6935-708D-4FCF-8566-5C5BB69E4BBC","09OCT2018:00:00:00.000",22.3,58.3
772,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"47438CAA-34C4-4D3F-89F3-3C6643539C76","10OCT2018:00:00:00.000",22.3,50.6
773,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"001AB367-0DD3-4757-91F1-1CDD1D366786","11OCT2018:00:00:00.000",22.2,27.1
774,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"2EF78CA5-785F-4829-AD1C-0E0A5BDB035D","12OCT2018:00:00:00.000",22.2,29.7
775,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"4E06FA0E-05CA-4EA1-9823-C0C11D969B4A","13OCT2018:00:00:00.000",22.2,35.5
776,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"D262BDFF-FEA5-440A-89DC-AF9F92A06C22","14OCT2018:00:00:00.000",22.3,37.2
777,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"62922690-7C32-45C3-B924-F46191F096EF","15OCT2018:00:00:00.000",22.2,22.7
778,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"D9ACAE28-40E4-4DB0-90AB-CFD2B30669D3","16OCT2018:00:00:00.000",22.2,27.7
779,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"C30D6664-C2A5-49BE-AA43-4E09FE71B207","17OCT2018:00:00:00.000",22.3,24.8
780,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"ED605BB8-7A61-46A8-AF07-BCCB55D0498F","18OCT2018:00:00:00.000",22.2,30.1
781,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"14314ED0-298C-42EE-A9D5-2B5C46755D4E","19OCT2018:00:00:00.000",22.2,42.2
782,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"A529A5F9-0B83-411F-882B-761B50479550","20OCT2018:00:00:00.000",22.2,22.6
783,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"69D69B14-6EAE-4844-AE53-7229006855BA","21OCT2018:00:00:00.000",22.2,18.9
784,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"3F086238-10C7-409B-B0EF-1E813B357EDF","22OCT2018:00:00:00.000",22.2,27.6
785,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"1E4D13E3-E2DB-4DEF-802B-6619EF72B4CD","23OCT2018:00:00:00.000",22.3,24.6
786,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"B5315FF6-612C-4F69-A266-632C6CA8D543","24OCT2018:00:00:00.000",22.2,26.5
787,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"091FA64E-D02B-4388-9DBB-D621203F6FAD","25OCT2018:00:00:00.000",22.3,29.2
788,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"2D446A02-BB86-4C31-B73A-46442C3CE1F0","26OCT2018:00:00:00.000",22.2,28.9
789,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"4D155AF9-E045-4777-AF08-8A23DA26479A","27OCT2018:00:00:00.000",22.2,37.2
790,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"58BAB766-AFA1-4D34-815F-EFD0B0BDA15D","28OCT2018:00:00:00.000",22.2,36.3
791,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"4EE1242D-3BEF-42C7-B08F-9C07E81CE59F","29OCT2018:00:00:00.000",22.2,29.9
792,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"43F50779-0213-4040-BAF1-5D93CBCB9289","30OCT2018:00:00:00.000",22.2,44.1
793,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"4F0BBA0C-3D4B-450E-8CC3-B0BFD39938B2","31OCT2018:00:00:00.000",22.2,34.9
794,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"7B69E1AF-2E57-40E4-A9F8-B8F463F22B2A","23JUL2018:00:00:00.000",22.1,65.6
795,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"4F3171C5-0F1C-46FA-AD21-F3039DBC2032","25JUL2018:00:00:00.000",22.2,64.3
796,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"D5E7E1CC-25FC-4A17-A978-8E5122E7758E","16OCT2018:00:00:00.000",22.2,27.7
797,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"1C708BB2-CEAC-4459-BAAF-F90B1C9491C5","01NOV2018:00:00:00.000",22.2,32.2
798,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"EDA0BA2C-7C63-442A-A531-74284785E729","02NOV2018:00:00:00.000",22.2,35.3
799,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"0412C791-1A8F-4367-84CE-AC86E56580DE","03NOV2018:00:00:00.000",22.2,40.0
800,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"250928F6-BEA1-4BC1-BEAA-88BE2FD88F40","04NOV2018:00:00:00.000",22.2,45.0
801,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"895F1D78-E64F-4B29-8549-565E0B5D1E23","05NOV2018:00:00:00.000",22.2,39.3
802,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"F062D4B5-59DF-4577-B237-E76F6BEBF5AA","06NOV2018:00:00:00.000",22.2,32.3
803,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"1BCB03B2-3EC9-43EB-A20F-E78312953154","07NOV2018:00:00:00.000",22.2,20.3
804,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"5FBA2C1C-51BF-4FBA-AE9D-CBEF6119F0F4","08NOV2018:00:00:00.000",22.2,18.3
805,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"07320666-3843-4AF6-9547-84BB4F0F8AE9","09NOV2018:00:00:00.000",22.2,16.0
806,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"BDA7E4F7-373A-41B4-B187-B5C6AF699BF3","10NOV2018:00:00:00.000",22.3,9.3
807,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"F3E9DF8E-E078-4DBF-90EE-5E62F724EF39","11NOV2018:00:00:00.000",22.3,17.8
808,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"61AE8810-9227-47A1-8765-CF5071232C4D","12NOV2018:00:00:00.000",22.3,12.1
810,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"351C3468-D1D9-468B-9EA5-E06F4B1097EA","14NOV2018:00:00:00.000",22.2,11.8
811,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"2B80F3C4-52BA-44F1-89AB-84D1E93E8324","15NOV2018:00:00:00.000",22.2,13.5
812,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"BFBF428D-1F4C-4B2B-8F6F-DF7EF333413E","13NOV2018:00:00:00.000",22.2,6.9
813,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"12FDA86D-E317-446D-A785-C6AD520D7A51","16NOV2018:00:00:00.000",22.3,22.7
814,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"56A11404-324C-4860-802E-1D0881F0B9C0","17NOV2018:00:00:00.000",22.2,22.1
815,"Animal Environment Log","83A3A59C-FD7A-4C71-9AC2-B87C9717D5C7","6FD0B661-CACE-4F11-92B5-0A6BE5B04844",1,"E5009BAC-7EE0-40C4-859B-DF348D34EB12",940,"B39FFF6D-67CE-42AF-A0C6-F763A985A0B3","18NOV2018:00:00:00.000",22.2,12.9
