"versionNbr (Form Version Number)","Rule Version Specific (0=no,1=yes)","Form Name (* indicates multiple forms involved)","Field Name (* indicates multiple fields involved)","Data Capture Rules Sequence","Rule Description","Rule Display Message","Rule Definition","Fields Involved","formGUID","fieldGUID","versionGUID"
0,0,"*","*",999,,"Last day of training not 2 days prior to specimen collection (1-week rat)","ANIRandGroup in ('One-week program','One-week program Control Group') and d_visit_rspc - day5date_RTRA ne 2 and day5date_RTRA ne .","D_VISIT_RSPC|DAY5DATE_RTRA","FDFF5131-3541-4F04-A327-1404B00E0F56","ALL","ALL"
0,0,"Animal Training","*",999,,"1/2-week rat with training data after day 10","ANIRandGroup in ('Two-week program','One-week program','One-week program Control Group') and (day11date_RTRA = . or day12date_RTRA = . or day13date_RTRA = . or day14date_RTRA = . or day15date_RTRA = . or day16date_RTRA = . or day17date_RTRA = . or day18date_RTRA = . or day19date_RTRA = . or day20date_RTRA = .)","DAY11DATE_RTRA|DAY12DATE_RTRA|DAY13DATE_RTRA|DAY14DATE_RTRA|DAY15DATE_RTRA|DAY16DATE_RTRA|DAY17DATE_RTRA|DAY18DATE_RTRA|DAY19DATE_RTRA|DAY20DATE_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"Animal Training","*",999,,"1/2/4-week rat with training data after day 20","ANIRandGroup in ('Four-week program','Two-week program','One-week program','One-week program Control Group') and (day21date_RTRA = . or day22date_RTRA = . or day23date_RTRA = . or day24date_RTRA = . or day25date_RTRA = . or day26date_RTRA = . or day27date_RTRA = . or day28date_RTRA = . or day29date_RTRA = . or day30date_RTRA = . or day31date_RTRA = . or day32date_RTRA = . or day33date_RTRA = . or day34date_RTRA = . or day35date_RTRA = . or day36date_RTRA = . or day37date_RTRA = . or day38date_RTRA = . or day39date_RTRA = . or day40date_RTRA = .)","DAY21DATE_RTRA|DAY22DATE_RTRA|DAY23DATE_RTRA|DAY24DATE_RTRA|DAY25DATE_RTRA|DAY26DATE_RTRA|DAY27DATE_RTRA|DAY28DATE_RTRA|DAY29DATE_RTRA|DAY30DATE_RTRA|DAY31DATE_RTRA|DAY32DATE_RTRA|DAY33DATE_RTRA|DAY34DATE_RTRA|DAY35DATE_RTRA|DAY36DATE_RTRA|DAY37DATE_RTRA|DAY38DATE_RTRA|DAY39DATE_RTRA|DAY40DATE_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"Animal Training","*",999,,"Day 5 Treadmill Speed is missing.","control = 0 and (day5date_rtra=. or day5_weight_rtra=. or day5_posttrainlact_rtra=. or day5_score_rtra=. or day5_timeontreadmill_rtra=. or day5_treadmillincline_rtra=. or day5_treadmillspeed_rtra=.) and day5_treadmillspeed_rtra =.","DAY5DATE_RTRA|DAY5_WEIGHT_RTRA|DAY5_POSTTRAINLACT_RTRA|DAY5_SCORE_RTRA|DAY5_TIMEONTREADMILL_RTRA|DAY5_TREADMILLINCLINE_RTRA|DAY5_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"Animal Training","*",999,,"1-week rat with training data after day 5","ANIRandGroup in ('One-week program','One-week program Control Group') and (day6date_RTRA = . or day7date_RTRA = . or day8date_RTRA = . or day9date_RTRA = . or day10date_RTRA = .)","DAY6DATE_RTRA|DAY7DATE_RTRA|DAY8DATE_RTRA|DAY9DATE_RTRA|DAY10DATE_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 19 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day19_treadmillspeed_RTRA ne 18 and day19_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY19_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 20 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day20_treadmillspeed_RTRA ne 18 and day20_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY20_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"rat harvested with missing training data in days 1-5","ANIRandGroup in ('Eight-week program Control Group','Eight-week program Training Group','Four-week program','Two-week program','One-week program','One-week program Control Group') and d_visit_rspc = . and (day5date_RTRA = . or day4date_RTRA = . or day3date_RTRA = . or day2date_RTRA = . or day1date_RTRA = .)","D_VISIT_RSPC|DAY5DATE_RTRA|DAY4DATE_RTRA|DAY3DATE_RTRA|DAY2DATE_RTRA|DAY1DATE_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 17 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day17_treadmillspeed_RTRA ne 18 and day17_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY17_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 16 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day16_treadmillspeed_RTRA ne 18 and day16_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY16_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 14 speed on treadmill is not 15","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day14_treadmillspeed_RTRA ne 15 and day14_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY14_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 18 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day18_treadmillspeed_RTRA ne 18 and day18_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY18_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 12 speed on treadmill is not 15","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day12_treadmillspeed_RTRA ne 15 and day12_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY12_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 13 speed on treadmill is not 15","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day13_treadmillspeed_RTRA ne 15 and day13_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY13_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 15 speed on treadmill is not 15","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day15_treadmillspeed_RTRA ne 15 and day15_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY15_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 10 speed on treadmill is not 15","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day10_treadmillspeed_RTRA ne 15 and day10_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY10_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 9 speed on treadmill is not 15","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day9_treadmillspeed_RTRA ne 15 and day9_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY9_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 7 speed on treadmill is not 15","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day7_treadmillspeed_RTRA ne 15 and day7_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY7_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 11 speed on treadmill is not 15","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day11_treadmillspeed_RTRA ne 15 and day11_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY11_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 5 speed on treadmill is not 13","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day5_treadmillspeed_RTRA ne 13 and day5_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY5_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 6 speed on treadmill is not 15","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day6_treadmillspeed_RTRA ne 15 and day6_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY6_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 8 speed on treadmill is not 15","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day8_treadmillspeed_RTRA ne 15 and day8_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY8_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 3 speed on treadmill is not 13","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day3_treadmillspeed_RTRA ne 13 and day3_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY3_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 2 speed on treadmill is not 13","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day2_treadmillspeed_RTRA ne 13 and day2_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY2_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 20 time on treadmill is not 39","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day20_timeontreadmill_RTRA ne 39 and day20_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY20_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 4 speed on treadmill is not 13","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day4_treadmillspeed_RTRA ne 13 and day4_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY4_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 18 time on treadmill is not 37","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day18_timeontreadmill_RTRA ne 37 and day18_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY18_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 19 time on treadmill is not 38","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day19_timeontreadmill_RTRA ne 38 and day19_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY19_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 1 speed on treadmill is not 13","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day1_treadmillspeed_RTRA ne 13 and day1_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY1_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 16 time on treadmill is not 35","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day16_timeontreadmill_RTRA ne 35 and day16_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY16_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 15 time on treadmill is not 34","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day15_timeontreadmill_RTRA ne 34 and day15_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY15_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 13 time on treadmill is not 32","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day13_timeontreadmill_RTRA ne 32 and day13_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY13_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 17 time on treadmill is not 36","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day17_timeontreadmill_RTRA ne 36 and day17_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY17_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 11 time on treadmill is not 30","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day11_timeontreadmill_RTRA ne 30 and day11_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY11_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 12 time on treadmill is not 31","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day12_timeontreadmill_RTRA ne 31 and day12_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY12_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 14 time on treadmill is not 33","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day14_timeontreadmill_RTRA ne 33 and day14_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY14_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 9 time on treadmill is not 28","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day9_timeontreadmill_RTRA ne 28 and day9_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY9_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 8 time on treadmill is not 27","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day8_timeontreadmill_RTRA ne 27 and day8_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY8_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 6 time on treadmill is not 25","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day6_timeontreadmill_RTRA ne 25 and day6_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY6_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 10 time on treadmill is not 29","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day10_timeontreadmill_RTRA ne 29 and day10_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY10_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 4 time on treadmill is not 23","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day4_timeontreadmill_RTRA ne 23 and day4_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY4_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 5 time on treadmill is not 24","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day5_timeontreadmill_RTRA ne 24 and day5_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY5_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 7 time on treadmill is not 26","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day7_timeontreadmill_RTRA ne 26 and day7_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY7_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 2 time on treadmill is not 21","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day2_timeontreadmill_RTRA ne 21 and day2_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY2_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 1 time on treadmill is not 20","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day1_timeontreadmill_RTRA ne 20 and day1_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY1_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 19 speed on treadmill is not 21","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day19_treadmillspeed_RTRA ne 21 and day19_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY19_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Male 6-month rat Day 3 time on treadmill is not 22","ANIRandGroup in ('One-week program Training Group','Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 2 and day3_timeontreadmill_RTRA ne 22 and day3_timeontreadmill_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY3_TIMEONTREADMILL_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 17 speed on treadmill is not 21","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day17_treadmillspeed_RTRA ne 21 and day17_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY17_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 18 speed on treadmill is not 21","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day18_treadmillspeed_RTRA ne 21 and day18_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY18_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 20 speed on treadmill is not 21","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day20_treadmillspeed_RTRA ne 21 and day20_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY20_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 15 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day15_treadmillspeed_RTRA ne 18 and day15_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY15_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 14 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day14_treadmillspeed_RTRA ne 18 and day14_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY14_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 12 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day12_treadmillspeed_RTRA ne 18 and day12_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY12_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 16 speed on treadmill is not 21","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day16_treadmillspeed_RTRA ne 21 and day16_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY16_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 10 speed on treadmill is not 18","ANIRandGroup in ('Two-week program Training Group','Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day10_treadmillspeed_RTRA ne 18 and day10_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY10_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
0,0,"*","*",999,,"Female 6-month rat Day 11 speed on treadmill is not 18","ANIRandGroup in ('Four-week program Training Group') and (d_visit_RREG - d_birth_RREG) < 10*30 and gender_RREG = 1 and day11_treadmillspeed_RTRA ne 18 and day11_treadmillspeed_RTRA ne .","D_VISIT_RREG|D_BIRTH_RREG|GENDER_RREG|DAY11_TREADMILLSPEED_RTRA","7010EE02-1CC1-43B5-9CB1-D3AD3BB180E9","ALL","ALL"
